00007FFF 000009E2 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000002 00000001 00000002 
00007FFF 000009E2 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000002 00000001 00000002 
00007FFF 000009E2 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000000 00000001 00000002 
00007FFF 000009E3 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 0000000C 00000000 00000001 00000001 00000001 00000001 00000002 
00007FFF 000009E4 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000000 00000000 00000001 00000001 00000002 00000001 00000002 
00007FFF 000009E5 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000000 00000001 00000002 
00007FFF 000009E6 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000010 00000000 00000001 00000001 00000002 00000001 00000002 
00007FFF 000009E8 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 0000000C 00000000 00000001 00000001 00000005 00000001 00000002 
00007FFF 000009E9 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000001 00000001 00000002 
00007FFF 000009EA 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009EC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000013 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009EC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000013 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009EE 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009EE 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009F0 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000007 00000001 00000002 
00007FFF 000009F2 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000010 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 000009F3 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000013 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009F4 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000000 00000000 00000001 00000001 00000006 00000001 00000002 
00007FFF 000009F5 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 000009F5 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 000009F6 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000000 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 000009F7 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000009 00000001 00000002 
00007FFF 000009F8 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 000009FB 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000000 00000000 00000001 00000001 00000010 00000001 00000002 
00007FFF 000009FB 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000001 00000001 00000002 
00007FFF 000009FD 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000007 00000001 00000002 
00007FFF 000009FE 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 000009FE 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 00000A00 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 00000A01 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 0000000C 00000000 00000001 00000001 00000007 00000001 00000002 
00007FFF 00000A02 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000007 00000001 00000002 
00007FFF 00000A03 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000005 00000001 00000002 
00007FFF 00000A05 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000009 00000001 00000002 
00007FFF 00000A06 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 00000A07 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 00000A08 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 00000A08 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 00000A09 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000007 00000001 00000002 
